feature,mean_abs_shap
"airport_name_Ketchikan, AK: Ketchikan International",0.0
"airport_name_Lake Charles, LA: Lake Charles Regional",0.0
"airport_name_Lansing, MI: Capital Region International",0.0
"airport_name_Laramie, WY: Laramie Regional",0.0
"airport_name_Laredo, TX: Laredo International",0.0
"airport_name_Latrobe, PA: Arnold Palmer Regional",0.0
airport_GUC,0.0
airport_GUM,0.0
airport_HDN,0.0
airport_HGR,0.0
airport_HHH,0.0
airport_HIB,0.0
airport_HLN,0.0
airport_HOB,0.0
airport_FNT,0.0
airport_ELP,0.0
airport_ERI,0.0
"airport_name_Lincoln, NE: Lincoln Airport",0.0
"airport_name_Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",0.0
"airport_name_Long Beach, CA: Long Beach Airport",0.0
"airport_name_Louisville, KY: Louisville Muhammad Ali International",0.0
"airport_name_Lubbock, TX: Lubbock Preston Smith International",0.0
"airport_name_Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",0.0
"airport_name_Mammoth Lakes, CA: Mammoth Lakes Airport",0.0
"airport_name_Manchester, NH: Manchester Boston Regional",0.0
"airport_name_Manchester, NH: Manchester-Boston Regional",0.0
"airport_name_Manhattan/Ft. Riley, KS: Manhattan Regional",0.0
"airport_name_Marquette, MI: Sawyer International",0.0
"airport_name_Kodiak, AK: Kodiak Airport",0.0
"airport_name_Kona, HI: Ellison Onizuka Kona International at Keahole",0.0
"airport_name_Kotzebue, AK: Ralph Wien Memorial",0.0
"airport_name_La Crosse, WI: La Crosse Regional",0.0
"airport_name_Lafayette, LA: Lafayette Regional Paul Fournet Field",0.0
"airport_name_Minot, ND: Minot International",0.0
"airport_name_Missoula, MT: Missoula Montana",0.0
"airport_name_Moab, UT: Canyonlands Field",0.0
"airport_name_Liberal, KS: Liberal Mid-America Regional",0.0
airport_BGR,0.0
airport_BIL,0.0
airport_BIS,0.0
airport_BJI,0.0
airport_BKG,0.0
airport_BLI,0.0
airport_BLV,0.0
airport_BNA,0.0
airport_BPT,0.0
airport_BQK,0.0
airport_APN,0.0
"airport_name_Lihue, HI: Lihue Airport",0.0
"airport_name_Monroe, LA: Monroe Regional",0.0
"airport_name_Monterey, CA: Monterey Regional",0.0
"airport_name_Montgomery, AL: Montgomery Regional",0.0
"airport_name_Montrose/Delta, CO: Montrose Regional",0.0
"airport_name_Mosinee, WI: Central Wisconsin",0.0
"airport_name_Myrtle Beach, SC: Myrtle Beach International",0.0
"airport_name_Nantucket, MA: Nantucket Memorial",0.0
"airport_name_New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",0.0
"airport_name_New Haven, CT: Tweed New Haven",0.0
"airport_name_Martha's Vineyard, MA: Martha's Vineyard Airport",0.0
"airport_name_Mason City, IA: Mason City Municipal",0.0
"airport_name_Medford, OR: Rogue Valley International - Medford",0.0
"airport_name_Melbourne, FL: Melbourne International",0.0
"airport_name_Melbourne, FL: Melbourne Orlando International",0.0
"airport_name_Meridian, MS: Key Field",0.0
"airport_name_Midland/Odessa, TX: Midland International Air and Space Port",0.0
airport_GGG,0.0
"airport_name_Newburgh/Poughkeepsie, NY: New York Stewart International",0.0
"airport_name_Niagara Falls, NY: Niagara Falls International",0.0
"airport_name_Nome, AK: Nome Airport",0.0
"airport_name_North Bend/Coos Bay, OR: Southwest Oregon Regional",0.0
"airport_name_North Platte, NE: North Platte Regional Airport Lee Bird Field",0.0
"airport_name_Oakland, CA: Metro Oakland International",0.0
"airport_name_Oakland, CA: Metropolitan Oakland International",0.0
"airport_name_Ogden, UT: Ogden-Hinckley",0.0
"airport_name_Ogdensburg, NY: Ogdensburg International",0.0
"airport_name_Oklahoma City, OK: Will Rogers World",0.0
"airport_name_Moab, UT: Canyonlands Regional",0.0
"airport_name_Mobile, AL: Mobile Downtown",0.0
"airport_name_Mobile, AL: Mobile Regional",0.0
"airport_name_Moline, IL: Quad Cities International",0.0
"airport_name_Moline, IL: Quad City International",0.0
"airport_name_Pasco/Kennewick/Richland, WA: Tri Cities",0.0
"airport_name_Pellston, MI: Pellston Regional Airport of Emmet County",0.0
"airport_name_Peoria, IL: General Downing - Peoria International",0.0
"airport_name_Petersburg, AK: Petersburg James A Johnson",0.0
"airport_name_Phoenix, AZ: Phoenix - Mesa Gateway",0.0
airport_FAI,0.0
airport_FAT,0.0
airport_FAY,0.0
airport_FCA,0.0
airport_FLG,0.0
airport_FOD,0.0
airport_FSD,0.0
airport_FWA,0.0
airport_GCC,0.0
airport_GEG,0.0
airport_GFK,0.0
airport_BFM,0.0
airport_ABY,0.0
"airport_name_Plattsburgh, NY: Plattsburgh International",0.0
"airport_name_Pocatello, ID: Pocatello Regional",0.0
"airport_name_Ponce, PR: Mercedita",0.0
"airport_name_Portsmouth, NH: Portsmouth International at Pease",0.0
"airport_name_Prescott, AZ: Prescott Regional Ernest A Love Field",0.0
"airport_name_Providence, RI: Rhode Island Tf Green International",0.0
"airport_name_Provo, UT: Provo Municipal",0.0
"airport_name_Pueblo, CO: Pueblo Memorial",0.0
"airport_name_Quincy, IL: Quincy Regional-Baldwin Field",0.0
"airport_name_Raleigh/Durham, NC: Raleigh-Durham International",0.0
"airport_name_Ontario, CA: Ontario International",0.0
"airport_name_Owensboro, KY: Owensboro Daviess County Regional",0.0
"airport_name_Paducah, KY: Barkley Regional",0.0
"airport_name_Pago Pago, TT: Pago Pago International",0.0
"airport_name_Roanoke, VA: Roanoke Blacksburg Regional",0.0
"airport_name_Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",0.0
"airport_name_Rochester, MN: Rochester International",0.0
"airport_name_Rockford, IL: Chicago/Rockford International",0.0
"airport_name_Roswell, NM: Roswell International Air Center",0.0
"airport_name_Pierre, SD: Pierre Regional",0.0
airport_ART,0.0
airport_ASE,0.0
airport_ATW,0.0
airport_ATY,0.0
airport_AVL,0.0
airport_AZA,0.0
airport_AZO,0.0
airport_BET,0.0
airport_BFF,0.0
airport_BFL,0.0
"airport_name_Vernal, UT: Vernal Regional",0.0
"airport_name_Victoria, TX: Victoria Regional",0.0
"airport_name_Saginaw/Bay City/Midland, MI: MBS International",0.0
"airport_name_Saipan, TT: Francisco C. Ada Saipan International",0.0
"airport_name_Salina, KS: Salina Regional",0.0
"airport_name_San Angelo, TX: San Angelo Regional/Mathis Field",0.0
"airport_name_San Luis Obispo, CA: San Luis County Regional",0.0
"airport_name_Sanford, FL: Orlando Sanford International",0.0
"airport_name_Santa Barbara, CA: Santa Barbara Municipal",0.0
"airport_name_Santa Fe, NM: Santa Fe Municipal",0.0
"airport_name_Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",0.0
"airport_name_Rapid City, SD: Rapid City Regional",0.0
"airport_name_Redding, CA: Redding Municipal",0.0
"airport_name_Rhinelander, WI: Rhinelander/Oneida County",0.0
"airport_name_Riverton/Lander, WY: Central Wyoming Regional",0.0
"airport_name_Riverton/Lander, WY: Riverton Regional",0.0
"airport_name_Sitka, AK: Sitka Rocky Gutierrez",0.0
"airport_name_South Bend, IN: South Bend International",0.0
"airport_name_Spokane, WA: Spokane International",0.0
"airport_name_Springfield, MO: Springfield-Branson National",0.0
airport_GNV,0.0
airport_GPT,0.0
airport_GRB,0.0
airport_GRI,0.0
airport_GRK,0.0
airport_ELM,0.0
"airport_name_Trenton, NJ: Trenton Mercer",0.0
"airport_name_Tulsa, OK: Tulsa International",0.0
"airport_name_Twin Falls, ID: Joslin Field - Magic Valley Regional",0.0
"airport_name_Tyler, TX: Tyler Pounds Regional",0.0
"airport_name_Valdosta, GA: Valdosta Regional",0.0
"airport_name_Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",0.0
"airport_name_Wilmington, DE: New Castle",0.0
carrier_name_American Eagle Airlines Inc.,0.0
carrier_name_Horizon Air,0.0
airport_ABE,0.0
airport_ABI,0.0
airport_ABQ,0.0
airport_ABR,0.0
airport_ACK,0.0
airport_ACT,0.0
airport_ACV,0.0
airport_ACY,0.0
airport_ADK,0.0
airport_ADQ,0.0
airport_AEX,0.0
airport_AGS,0.0
"airport_name_Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",0.0
"airport_name_Williston, ND: Sloulin Field International",0.0
"airport_name_Stockton, CA: Stockton Metro",0.0
"airport_name_Stockton, CA: Stockton Metropolitan",0.0
"airport_name_Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",0.0
"airport_name_Watertown, SD: Watertown Regional",0.0
"airport_name_Texarkana, AR: Texarkana Regional-Webb Field",0.0
"airport_name_Toledo, OH: Eugene F Kranz Toledo Express",0.0
"airport_name_Santa Rosa, CA: Charles M. Schulz - Sonoma County",0.0
"airport_name_Sault Ste. Marie, MI: Chippewa County International",0.0
"airport_name_Savannah, GA: Savannah/Hilton Head International",0.0
"airport_name_Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",0.0
"airport_name_Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",0.0
"airport_name_Sheridan, WY: Sheridan County",0.0
"airport_name_Shreveport, LA: Shreveport Regional",0.0
"airport_name_Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",0.0
"airport_name_West Yellowstone, MT: Yellowstone",0.0
